product_id,quantity,wholesale_cost,sale_price,supplier_id
RPUFFRUO9TQ1,5094,387.48,630.04,RVPCSDXG
SNZQGIVT3T24,3010,410.14,728.82,KOMANXUE
CP1FHGLSBFR1,4784,347.53,525.12,FXUUGNNI
AWMAJFY6EZ71,2748,135.93,178.2,FJRZYGHL
KLP5L3PDXZRP,1669,127.48,165.98,HNDLTJYU
MFG1KA0P11G2,4964,390.12,583.62,AORTVRJK
MEI86UC3B4JC,1438,116.04,187.75,PJCATJDK
26W9D5GQ6UYZ,454,41.31,57.96,TZLPMDTI
PG04M4E7HU4B,3339,337.51,564.32,QJEFCBRL
YZGCOYASI6ZU,1161,105.8,144.31,KKMZEWVF
7LR77W2QNQDV,1293,142.85,191.7,TRJOUVJM
0IDCIZMKNE1U,1210,112.85,133.95,ZIRGEQBV
26ECA1X68WFE,1532,105.8,127.81,OFAWFZZH
IQGMX1W5P0SB,4213,400.75,620.76,UCLCUSLA
9B6TTLVYKE0M,1135,108.91,126.34,DDLLTRMN
5Z5XZU7WLPFE,3934,416.91,695.41,RVPCSDXG
7W4P27PJLGXE,3639,380.92,447.96,GTTZRPID
BVU7FUMQN4JH,3991,378.3,695.32,OFAWFZZH
8MCCUPTIWTK4,3213,458.45,836.67,TFBLZYXW
PZQZNRK9RAJU,1487,126.65,196.18,SRVZELTU
X733IPYDEDJI,3413,410.14,737.43,RNJCIUYL
T115SKFU69ZE,5359,408.79,552.68,XWGVAYRB
LMRQVRE4KGSD,438,39.75,74.21,KKARISPB
R9088KOGNXAP,1079,31.39,59.2,VGXRNQAJ
5VWWB7U91OVV,15,0.21,0.24,GPITYYOL
RITM4BU82AHI,3986,433.33,560.3,GVAGELSL
COCQZWG93YMK,627,39.75,58.07,WNCIKAZH
528RDECXG1R1,1838,121.7,168.68,YGPSFNGF
BKMCSB8Y9775,1607,90.83,133.97,KTBUMQTX
E2Y5C857ON7V,1774,122.52,160.26,VGXRNQAJ
68N7ATQUNTMJ,638,39.24,69.1,LTMCLIKO
TBUXLGMR0HBK,2860,109.69,164.43,OKUUQAWI
6ASE0NE95JMA,4042,411.49,597.07,EHZGGQIB
K7Y7ZW5WQLA4,2920,140.24,196.34,ZOVPNGZH
E8G8836KZDFN,212,14.03,24.2,SRVZELTU
LYIY83I1HBDN,3693,371.8,673.7,OKUUQAWI
Y0XV78COZUPR,129,3.62,6.52,TFBLZYXW
EAD2UW4468X8,1432,139.37,187.59,VGXRNQAJ
LEZI4R21HBE8,367,13.7,23.3,EYBJXQSL
FNF923X8WSOH,862,36.71,44.82,AORTVRJK
ODBOYDSIHC2Z,1861,117.64,178.7,CEGCRLAR
OSB06PBH9LPT,2836,132.53,150.29,XWGVAYRB
38HF4HBFV17S,5671,375.7,648.08,LTMCLIKO
7XB1FUORUYMO,3729,384.85,512.62,KVAOMJGP
9UITB18Q6B1B,3066,433.33,635.26,LFHBLKHY
VCZZ8TXFHN3F,2257,104.27,194.26,YDAZLCXS
8B9IZQC2IDG1,2777,135.93,184.32,IUWGNGUF
GVCB2D314D4C,3803,443.03,524.1,TZLPMDTI
VVH11H8U5XNT,5612,380.92,671.56,XWGVAYRB
LSHPT3U0X1MJ,1431,133.37,148.84,FIOIUSWS
J8OKCF1FENJI,5746,415.55,529,FJRZYGHL
5MJPS0J80MZI,1247,116.84,206.69,XEUXXZUP
A054IH7GEJE8,2680,116.84,140.09,HFBUUWAM
739C88ZOLOP1,285,6.71,8.52,GVAGELSL
VZ9BMAVDTSVE,1394,100.46,169.07,OBAPKGCH
U62JEZYMKV2Y,2344,146.36,247.35,FIOIUSWS
P51NCPERMFB9,3629,365.35,680.28,FXUUGNNI
YX60FO824N3U,4412,395.42,600.64,IJQFBKWU
TNAKS4XG9SWC,2649,141.11,158.04,OKUUQAWI
DL1MN5ZYBS4U,2791,132.53,183.55,IEQQZVXQ
DV0UEQ520QP2,3700,431.95,803,GOFGWMHT
8SRM4FW3ZB3H,5778,406.1,712.71,ODTUSZDU
NBDZ7MOZQA17,2616,106.58,174.47,FXUUGNNI
A9IPGVBS2MOO,19,0.5,0.83,FJRZYGHL
8RS7D9404411,3104,412.84,675.82,VGXRNQAJ
L0YZ7XSUC4GR,2644,136.79,191.37,HEWKQDYA
XQNP3Y5FE0MB,318,14.37,24.85,KKARISPB
92WDWDGBVRBC,798,34.25,49.63,WNCIKAZH
2GYM09PH4YNV,303,17.19,30.56,FIOIUSWS
S95S4V2RWLT7,696,34.25,57.81,IJQFBKWU
9WH3K466LCE2,4565,399.41,670.21,ODTUSZDU
7SUO71TWFPZ0,2754,131.68,169.6,URFLPKDD
53FLOVBYN28D,1398,141.11,209.55,FIOIUSWS
OPCOYS2P6LVD,3394,461.28,798.48,ZIRGEQBV
AYOR5QBTPFH5,1207,105.8,146.85,GOFGWMHT
GKRWRFJPCODD,861,42.9,49.51,KKMZEWVF
23IHCT8YHXE3,4267,415.55,470.4,VGXRNQAJ
1C65M7KOKP2S,1750,125.82,228.11,NVZUNVGI
3HO95A72GL8S,4358,450.02,728.13,PVMVECHM
X7BSO3BCDTQU,478,36.21,46.46,TTNTZICM
TJO2TG2VWU69,4809,450.02,545.87,RVPCSDXG
O4RLDVWI9705,3175,395.42,653.23,WNCIKAZH
U2WCE8VS9SRX,1816,103.5,131.24,KEKAHFDF
0ZYIVIVSZN6X,4105,386.16,529.04,NVZUNVGI
RWQXJ4S40PRQ,3060,445.82,831.9,IJQFBKWU
Z4AI1YPOSWZM,4042,412.84,717.1,DQPANBWY
4MBE5CWR9GAV,4118,341.26,514.96,AORTVRJK
GQ6XNAJZKJBM,5612,420.99,770.83,YHVDEOGN
CWFJ6A4LYUQD,4291,433.33,563.33,YGPSFNGF
MV3JZE5YTGF0,2222,135.08,148.86,ZNNZEXFV
QVLH28EUB1Q4,5332,353.85,422.14,RIYWLJPR
3WODGG5Q4GN9,3855,406.1,495.85,ZNNZEXFV
KDF76LVMHRPU,4472,375.7,494.05,GTTZRPID
BTF3X76K5ORW,1012,43.97,76.02,TRJOUVJM
JEC13BWM0J2B,1381,125.82,200.05,URFLPKDD
PNU1TZ8Y857T,2649,118.45,140.24,RIYWLJPR
70LV404D1WGV,4493,433.33,502.23,OBAPKGCH
ZKPAK44368U6,2447,108.13,160.03,DDLLTRMN
M4X9V8MZGWLU,1837,98.2,173.13,KOMANXUE
55PV8E21NXGT,3165,367.93,581.33,CEGCRLAR
1STG4SP0O8JQ,5426,412.84,541.23,VROJQKAT
FDZO4L1T6PZZ,930,34.73,52.96,NVZUNVGI
ILV8PRZTTYUM,3776,407.45,641.73,FIOIUSWS
5ZJ91BY7BEQE,3070,410.14,513.09,AYRCBWOS
DK02GB7AIVZ5,3917,412.84,538.34,XWGVAYRB
OMSZ2V3MFIQO,3799,404.76,733.43,ODTUSZDU
W44XLL7YTCMQ,4142,403.42,706.39,LTMCLIKO
K6SQEBABXPT6,4432,395.42,706.62,AORTVRJK
8U4O50KVCD7Z,1564,118.45,184.43,VGXRNQAJ
OGSP0RXJ9JJT,2803,130.84,184.48,ZWXYADXZ
IND1IWO4UXDI,2901,128.32,185.29,TRJOUVJM
CINIB335G7R2,1395,112.85,191.39,XWGVAYRB
G630E8GKUS10,2892,146.36,217.93,WNCIKAZH
6H0EJ85QXL4M,2207,103.5,162.08,TFBLZYXW
N9B1IBW05RSA,2568,135.08,173.71,DQPANBWY
48PHZ74C9QG2,2192,103.5,116.44,RNJCIUYL
HCR40K2IFDN1,4239,429.2,586.29,HKKADSEQ
LUTCE6S6MCT8,6008,406.1,700.52,IRQLGAMK
PGEHZ3WD8MVC,4839,382.22,568.74,WZIRABCC
OWYT0U94AU3U,6065,400.75,587.1,ZOVPNGZH
5P3CANFEUL4P,5121,398.08,530.24,AORTVRJK
ZMTLNW7D9QVO,999,41.84,58.28,HKKADSEQ
5TZJ9XLXESHG,3796,400.75,727.36,TFBLZYXW
FC69ZRQV0EAS,4414,412.84,746,TFBLZYXW
X9JP404J9STB,4341,425.09,556.87,DDLLTRMN
8AK0O4D2G8MT,3964,347.53,596.01,RLSLWIJL
VYH1X6IBPEMJ,5499,408.79,687.99,XWGVAYRB
YW6MV5YDNJ7E,4757,382.22,617.67,LFHBLKHY
7SURR7N5INZA,5189,391.44,473.25,KEKAHFDF
IJCJJVG58X0P,1771,120.89,179.64,SRVZELTU
LG22V3IO8ISF,823,33.76,55.3,FXUUGNNI
TADA2QDC1O5J,1413,130.84,163.16,EYBJXQSL
FLPY3CVRRY03,3623,440.25,664.34,OFAWFZZH
RE07AFJY53JY,5667,398.08,626.18,VROJQKAT
T1LBC6P39WC5,2648,129.99,189.66,KKMZEWVF
EA4MASMDEK1O,2629,143.72,264.88,LTMCLIKO
0RF05J54YEPI,1275,108.13,156.68,FJRZYGHL
DG7ITX3TMX8P,4064,406.1,450.36,TZLPMDTI
A7JX4MIPCVUV,4298,396.75,468.96,AYRCBWOS
ROA7OWDFT4Y2,1149,125.82,224.46,EHZGGQIB
6FGTT1RXOMAJ,4522,343.76,585.77,EHZGGQIB
N0FTOVAYZU8N,5659,371.8,552.49,NVZUNVGI
O1OTLBOVURSL,2368,126.65,164.14,TZLPMDTI
NLLDWEC22NVP,1960,129.99,183.94,XEUXXZUP
ZCFN8S1F6CH9,5129,403.42,762.46,FXUUGNNI
CEEBYOGB9GEY,1547,132.53,232.06,XWGVAYRB
1TZMEY8PK12Z,5029,384.85,654.63,ZWXYADXZ
85W5PTIWUUW0,660,37.21,42.72,DDLLTRMN
LPEPFAXQRRN4,900,30.46,34.48,QJEFCBRL
ZM13LPH7ZX4G,3646,416.91,678.31,HEWKQDYA
KIQCXLU71NE5,2825,116.04,146.79,CEGCRLAR
BXFDCG31G6IC,1594,119.26,212.64,TZLPMDTI
6BVVTZQRR1T2,320,8.26,14.36,IRQLGAMK
DUHB3X8DIZYZ,973,40.79,51.4,RLSLWIJL
71D0BX76RK32,5717,433.33,528.23,PVMVECHM
ICWOUDQAAYPH,3480,383.54,670.43,NVZUNVGI
Y1TTEBUTXH77,18,1.11,1.3,QJEFCBRL
74SHGLF8VJPR,645,35.71,53.99,ZNNZEXFV
GNDSC5Q3JDCW,3500,355.12,609.39,KKARISPB
KLW8RS1RPR6Y,4707,414.2,475.09,TTNTZICM
ZVRKS7PSVYAO,5539,420.99,701.37,HNDLTJYU
IM8706955ZL5,882,34.25,64.22,XWGVAYRB
RPLVDHRF9ARI,5119,433.33,665.59,QJEFCBRL
HY32F2AFQ9TN,2886,110.48,196.1,YDAZLCXS
6HQTW66K7YIP,4387,426.46,737.78,HEWKQDYA
72XSO6OB9854,2887,121.7,229.16,VKDSRCAM
DL3TPHE8V71C,3228,402.08,455.96,KKMZEWVF
5ROKGNO1U5PV,2005,98.95,161.49,URFLPKDD
ZGI9PO2VHVMX,1535,142.85,262.56,ZNNZEXFV
1MA5X9CBDYT1,5208,326.39,578.69,RNJCIUYL
6Q2OBTIGDSZH,4784,352.59,500.68,IUWGNGUF
OGNDK98EYTZ1,854,43.97,56.99,HNDLTJYU
8IK1NLHCQLXP,4426,441.64,833.37,KKARISPB
XK7N74NWL599,4823,394.09,602.17,KOMANXUE
8O26EF21WYW2,5592,438.86,666.19,VGXRNQAJ
6VTDA54J7UFN,1672,108.13,150.63,TZLPMDTI
DQ08NC1C1AUP,993,45.05,64.56,IUWGNGUF
3T3JEB1OBBIS,341,9.66,17.78,KKARISPB
H3314IETKDHN,2868,125.82,149.47,HEWKQDYA
E2HLE885EH91,645,38.73,52.52,YHVDEOGN
FHXI496HOQJ9,4657,420.99,663.48,HKKADSEQ
L3FHRM1K0ZPU,2632,131.68,227.81,ZIRGEQBV
OKZRS87S8IMG,4729,341.26,512.91,ZWXYADXZ
ETCK1B6Y1NAS,2083,116.04,134.84,QJEFCBRL
WQLGBFODXTPF,1878,165.37,221.27,FJRZYGHL
UKAARVAJ04JM,282,10.54,18.73,XWGVAYRB
UDSHKY4N2EJA,3988,395.42,494.67,ZWXYADXZ
0IK9C16IT6VH,5882,403.42,695.5,LTMCLIKO
78RLCF54TVJM,4646,416.91,759.61,ZOVPNGZH
4ET2LHACEOZ9,2537,124.17,177.07,WNCIKAZH
EK0OWJWJWS7J,269,10.54,17.21,RLSLWIJL
F0RRPLF93UAL,3965,451.42,630.63,CEGCRLAR
JT8J1RZBKJ9S,840,28.18,48.64,YGGDUMLL
41SF0PT00I70,3472,468.38,856.2,LFHBLKHY
JES58QTLS4DI,3142,377,661.26,HNDLTJYU
HJCWRTTI4NZD,6001,357.67,502.17,YGGDUMLL
GLCCMHOI4MBZ,4561,425.09,502.46,ODTUSZDU
W598OB8CN608,117,2.71,4.06,ZOVPNGZH
1IYPWKVHVQVH,3207,403.42,458.69,LFHBLKHY
AHZV72TZDZGR,6006,415.55,591.74,GPITYYOL
OV40ORAKM07O,3818,398.08,607.87,RIYWLJPR
81V9W9QF0DMM,2078,133.37,231.13,LTMCLIKO
S6BWN9SJK3UH,4884,407.45,749.3,PVMVECHM
8SEQQVC7DWB6,5097,411.49,536.17,TTNTZICM
EO6VST26XD7H,4248,426.46,744.17,FXUUGNNI
X6NP56NA5SFN,1969,135.08,250.57,IRQLGAMK
T1GDPLWLRASR,4108,384.85,720.82,ZIRGEQBV
7ESBOZGOHPGN,946,39.24,69.93,IUWGNGUF
9J9J2ZE6UC55,4222,430.58,794.42,HKKADSEQ
K2C2JNYBC30Q,186,12.72,22.4,VKDSRCAM
8SLNQNNLM80O,2675,148.13,254.78,LTMCLIKO
5S6PJBZUA3AH,5751,369.22,660.53,DQPANBWY
IHXSQPKR2RCC,2964,111.27,155,GPITYYOL
XY4UQPMHU69V,1183,125.82,229.24,VROJQKAT
R27019AP14NJ,2456,112.05,171.44,GTTZRPID
SJTNAPKX50I4,2386,129.16,218.41,YHVDEOGN
R88WCDB20VFX,2879,137.65,231.39,HKKADSEQ
RBUULCX5LW7M,193,14.37,18.16,FJRZYGHL
DV4KYGSDS3DU,5290,399.41,583.94,HNDLTJYU
5KJH64SSP8NR,1808,131.68,208.19,GTTZRPID
8F0CJ13QWLIL,438,25.55,42.59,IRQLGAMK
VGNLWXZMVWKQ,4622,418.27,749.12,GOFGWMHT
H1DELO6TX22R,5505,386.16,583.1,KKMZEWVF
V2XKNI28EHPY,2278,106.58,156.03,KKARISPB
71CPUEGF6XCE,4041,431.95,634.1,GTTZRPID
1IF3LMSB508P,2116,132.53,245.18,YDAZLCXS
NZ3XN6NW02QK,2496,108.91,160.97,ZIRGEQBV
1NC5ZGBJ4YNU,3444,447.22,805,HNDLTJYU
RWEJ7OU07J15,2700,117.64,163.75,GPITYYOL
JNBM5F8KVUT5,3330,361.5,663.71,YGGDUMLL
0VU595X4S886,5403,434.71,544.26,ODTUSZDU
H9XD2BQ218D5,5808,380.92,516.91,TTNTZICM
PBISXHDTB3Y2,208,9.95,14.4,LTMCLIKO
U4PQCT4SIUWK,4825,380.92,451.77,KKMZEWVF
VJ3WKQGDKF7G,3934,390.12,651.89,XWGVAYRB
Q63QI19O5HI5,1694,116.84,213.7,XEUXXZUP
IL7BI4MMJ57I,4929,382.22,456.37,NWWATLIP
5ZPPKQW5ZEXJ,2297,119.26,131.19,HKKADSEQ
FXCQB2A3P8GV,3227,386.16,545.64,KKMZEWVF
Y8Y8CGMJ4JGA,2458,137.65,230.01,DDLLTRMN
J3KRZID9BCRW,5084,361.5,469.95,WZIRABCC
1TI578A79E4V,416,35.22,50.61,YHVDEOGN
KPI0Z6OR6TED,6002,369.22,648.35,KOMANXUE
CJPABXVCA1FW,4011,422.35,745.03,PJCATJDK
Y8JGDMI30G8R,3037,404.76,691.73,OFAWFZZH
SFRKCSA8SSA6,4587,351.32,574.41,HNDLTJYU
BLFD8SX747JQ,4786,434.71,698.58,TFBLZYXW
EDOR5WRZ57UA,363,12.08,16.42,PVMVECHM
PU0MS2TWIGXC,2233,120.89,157.88,WNCIKAZH
BTSYHJM5AK00,5056,398.08,442.27,HKKADSEQ
4KAJ059C9OTI,5781,422.35,732.35,HFBUUWAM
OISA49Y9DZ4H,5237,427.83,760.25,IUWGNGUF
OCGVDDEMF7NM,2184,114.44,154.95,GVAGELSL
8LNB67S0T70E,4186,412.84,531.74,HNDLTJYU
7PVRJVPBJTAK,1556,133.37,194.19,OBAPKGCH
LSRL4Y53LQ5F,4881,379.61,610.79,WZIRABCC
T0Q1WUBIB5UR,4175,386.16,580.78,TRJOUVJM
W5TJ0WYJAJLU,5678,411.49,726.69,YDAZLCXS
YC6R3JKO4P7T,5090,387.48,461.1,HKKADSEQ
GZSFWHTUWU57,1818,127.48,207.79,RIYWLJPR
LNXSP2546QZ6,2263,132.53,230.73,TFBLZYXW
RBRKSSJ3THOT,1033,40.79,52.37,DDLLTRMN
QG3KMFG4LR17,5471,396.75,735.97,VKDSRCAM
UMOMXZ5XJTLK,4019,410.14,476.99,OFAWFZZH
NMY0XDMDDD9K,2285,126.65,216.95,OKUUQAWI
25HNKNHW1NUS,5987,375.7,510.2,WNCIKAZH
FMYSNR4B9V2D,1296,119.26,175.55,YGGDUMLL
MUVV3GCOAKSJ,3523,436.09,583.92,NWWATLIP
EHMM4GO2BSG0,3766,429.2,752.82,IEQQZVXQ
XGFJKY9W3Q9J,236,17.93,24.55,HNDLTJYU
3N36JHK84H1O,5810,404.76,619.28,TTNTZICM
W23J070HPWWG,3829,416.91,753.36,TRJOUVJM
9MNAO49NORY6,186,13.04,20.66,NWWATLIP
0X6YGDGZYF5J,346,16.11,26.1,OFAWFZZH
UM1JJ0LJUZ0L,2832,123.34,200.55,RNJCIUYL
A7ZSGT69ZVJZ,3898,415.55,482.87,AORTVRJK
6ZSH3SCULRQJ,5835,433.33,695.06,PJCATJDK
DBHEVCSY3CNA,1606,120.07,148.29,ZNNZEXFV
7RIMRT8PKJBU,4888,411.49,756.73,URFLPKDD
LEK5JI0JSFWF,3572,390.12,541.1,PJCATJDK
FI6TQCC9U7UX,2547,149.91,197.58,IUWGNGUF
V6N6U11N1LR6,3528,414.2,593.13,RLSLWIJL
GUB9X4GZPIJ1,775,35.71,50.49,NVZUNVGI
4KWTFO3MLJ08,3757,384.85,502.23,KKMZEWVF
98E7UFULHRRM,1790,123.34,179.83,YHVDEOGN
SIH3RVST0IOR,2577,147.24,210.26,ODTUSZDU
08HHHO4AXW3H,5706,383.54,495.15,XWGVAYRB
XZ3O825JW4QO,4499,400.75,508.15,KVAOMJGP
XPHPE94QK4GF,2119,124.99,235.73,HFBUUWAM
01Q5UTEFGJAB,5243,411.49,616.41,FXUUGNNI
SCVS1NABX07Y,3578,403.42,730.19,RVPCSDXG
H67G7947ZT2R,2104,117.64,215.28,LFHBLKHY
2QG6DFTPLYA1,1552,104.27,134.61,PVMVECHM
RSNDAKP7UTAZ,5327,392.76,547.11,RVPCSDXG
KS89EOR8L593,5755,388.8,703.73,YGGDUMLL
FXK87JXGUWC8,3839,412.84,666.32,KTBUMQTX
3J7Y1ST4Q5AU,5663,355.12,620.75,TRJOUVJM
41KSE9QK54E0,4357,396.75,719.31,SRVZELTU
0ON5FRKAH1TL,2459,113.64,209.55,FJRZYGHL
JB3HYQYE2OLC,2580,120.07,170.38,GPITYYOL
HCUCZL4MVBXS,4799,367.93,665.59,YHVDEOGN
CLT1U3LMWFAB,3010,472.66,838.03,ZOVPNGZH
MZIKE2Z0PW6Z,5798,369.22,648.72,KEKAHFDF
E4JSVCKX13KA,3566,384.85,432.19,HNDLTJYU
QPQ4JDFMS4BM,841,37.71,50.12,QJEFCBRL
FTNM4KIH0FCO,4831,365.35,539.62,GTTZRPID
D8GPTC1IOCEP,5569,353.85,415.77,PVMVECHM
P5H687E92PIW,3343,391.44,743.34,PJCATJDK
2L1K0E80NJI8,4632,427.83,645.17,KKARISPB
VV2M0SYJLU58,5713,399.41,615.49,GPITYYOL
LT3D5CP3T7N2,1930,145.48,254.59,AORTVRJK
YMLCSVEX9USM,5702,437.48,716.15,YGGDUMLL
PY3ON5DOGO0Q,3688,382.22,611.93,HKKADSEQ
T1R36QK0NZ9T,4634,459.87,523.33,PJCATJDK
FCFH7EX000CY,2709,158.93,210.26,HEWKQDYA
M2LW3E440EVC,3208,367.93,585.74,SRVZELTU
U6P625I2YM21,3087,402.08,601.91,URFLPKDD
JVSTHQC3FHZ7,4272,471.23,596.11,PJCATJDK
VLODA1WLFP8F,1378,121.7,145.92,AORTVRJK
HQH3PJWDYAJ2,3039,415.55,628.31,HEWKQDYA
M509GFIBCXAW,5137,377,528.55,TRJOUVJM
L08XU2172DV6,2705,133.37,193.39,YDAZLCXS
QGAPNT77LR12,5545,411.49,728.34,NWWATLIP
E8JDJU8YGZ6Y,2253,132.53,236.3,KTBUMQTX
JF3ENYOCZLVV,1487,119.26,149.55,KVAOMJGP
77YMNR77YGBL,988,36.21,49.17,VROJQKAT
LZD9OHUCEPU1,3352,396.75,562.99,ZNNZEXFV
A1M2Q4UA3TDM,2396,140.24,227.19,ODTUSZDU
ZI00HE9SDOW4,1889,123.34,171.07,TRJOUVJM
2GOW4UFVNGI4,100,3.62,5.21,EYBJXQSL
H6F1Y6GMXEUD,4319,450.02,521.57,VGXRNQAJ
OKEEC3XQXT7M,1032,29.54,41.09,DQPANBWY
Z6CRG20T0Q57,1935,110.48,198.64,KTBUMQTX
X7F2F46SVWZA,4123,420.99,731.68,URFLPKDD
1JZTC0FWHNEL,5598,450.02,779.88,KKARISPB
6D8M61HAJJYH,3670,430.58,692.8,IEQQZVXQ
PGL5EUE7FDVD,3764,387.48,542.08,HEWKQDYA
79LHN635ZJV0,5969,373.1,460.78,WNCIKAZH
QK5BQ0HP3WBM,3938,482.72,853.93,GOFGWMHT
J3K4FS9A7ZZ1,2321,100.46,149.69,ZNNZEXFV
FS9A9ZV6MWJD,5224,455.63,555.41,GPITYYOL
SX89WGF0LZF4,2919,120.07,150.33,RNJCIUYL
Y0G1W0T4WFIV,4884,366.64,450.6,FJRZYGHL
TXNRNM3Q2M5C,333,13.37,24.89,RVPCSDXG
94R5WMZ6I2QN,6026,461.28,791.56,GPITYYOL
FTX8UUUPE64M,4414,387.48,685.84,HEWKQDYA
4IW8R6GJX137,2765,154.39,225.72,IEQQZVXQ
GMY7C1XZT49B,5198,406.1,447.52,VGXRNQAJ
EP1K3DFNFHYN,5426,391.44,447.42,FJRZYGHL
79L9C2UZCOGW,1588,132.53,209.26,HEWKQDYA
X82GWNBP8NOT,3387,414.2,770.83,VGXRNQAJ
RTE49B5Y9K9Y,4167,415.55,738.02,YHVDEOGN
EUMCR7L801K2,4127,416.91,542.4,NWWATLIP
EZQOJW6JN9HX,1849,108.13,170.09,RLSLWIJL
EVJSLTIJVEFS,2427,105.8,163.88,RNJCIUYL
614GEYXN6INN,2441,122.52,176.43,QJEFCBRL
K1NPAGBV2TCA,4747,469.81,556.26,TRJOUVJM
74G4R7ZQASKW,1405,117.64,187.4,EYBJXQSL
CJTOSJYV6H11,3880,380.92,677.66,RVPCSDXG
L7V8BRP23DPN,3607,346.27,637.14,FJRZYGHL
7DYJS5JZZ12P,2261,103.5,191.06,ODTUSZDU
15Q0522EZ3NL,5413,377,572.66,NWWATLIP
CWFPCFJB805V,5588,400.75,650.02,ZWXYADXZ
9W4ZNB1PBZJL,5516,369.22,437.89,TZSKCWFE
4ECSLJ0LXF4B,3298,356.4,479.36,AYRCBWOS
6ACMCSMTURTP,5302,350.05,662.64,TZLPMDTI
N0MSEFPBHMAH,70,4.22,6.71,KEKAHFDF
E9QCB5L51NAA,4780,386.16,472.66,RIYWLJPR
GPFSJ6JGXV5U,3700,386.16,570.36,IEQQZVXQ
FO1SVMDCSGSS,4926,408.79,772.61,RLSLWIJL
YPND5VEQWIE9,4784,420.99,710.21,YGGDUMLL
VPETBP9DIE7T,2265,109.69,147.75,XWGVAYRB
C1L3THPZZF5C,3894,371.8,600.09,KOMANXUE
985BIS7X62EA,4862,378.3,644.24,AORTVRJK
BF8IFCGXT41K,3337,404.76,704.28,HEWKQDYA
6WSW7PUERYHC,5761,370.51,459.06,GOFGWMHT
O1IMTIVMSN8A,4579,357.67,617.34,CEGCRLAR
R1QTCYNPAYHB,1422,137.65,261.54,UCLCUSLA
9ZH14AQ5DJ7M,3831,414.2,574.91,KVAOMJGP
86IMACMDKQSR,3940,391.44,632.96,UCLCUSLA
VSIPMVS9IA85,2389,126.65,160.21,EYBJXQSL
2YVB6VTKO423,513,46.69,76.52,IRQLGAMK
5T28FI1Q639W,1036,42.37,77.37,KKARISPB
YAX6V8FLWOX9,3800,416.91,670.81,WZIRABCC
4RGJFBUJ9BMI,2750,121.7,136.18,PVMVECHM
TEEWD6BOGMS6,5775,400.75,484.11,TFBLZYXW
LEGU4CD7UNZQ,2192,113.64,144.78,EHZGGQIB
JG1K6FZQUY97,1772,112.05,136.25,XEUXXZUP
C295L6L4L2QP,4518,398.08,716.94,RIYWLJPR
RAWVZQ1TNELE,5003,391.44,675.23,RNJCIUYL
